CompetitionID,SessionID,GameID,EndID,RefTeamID,OppTeamID,RefScoreDiffStartOfEnd,RefHasHammerStartOfEnd,RefPPAvailableAtStart,OppPPAvailableBeforeEnd,UsedPP,RefBTAbilityDiff,EndsRemaining
22230015,3,2,3,36,22,-2,1,1,1,0,-0.8557032186682195,5
22230015,3,2,4,36,22,-4,1,1,1,0,-0.8557032186682195,4
22230015,3,2,5,36,22,-5,1,1,1,1,-0.8557032186682195,3
22230015,3,2,6,22,36,3,1,1,0,1,0.8557032186682195,2
22230015,3,3,1,44,37,0,1,1,1,0,-0.9483353791938822,7
22230015,3,3,2,37,44,-1,1,1,1,0,0.9483353791938822,6
22230015,3,3,3,44,37,-2,1,1,1,0,-0.9483353791938822,5
22230015,3,3,4,37,44,1,1,1,1,0,0.9483353791938822,4
22230015,3,3,5,44,37,-3,1,1,1,0,-0.9483353791938822,3
22230015,3,3,6,37,44,1,1,1,1,1,0.9483353791938822,2
22230015,3,3,8,44,37,-2,1,1,0,1,-0.9483353791938822,0
22230015,3,4,1,14,11,0,1,1,1,0,1.2351833733150783,7
22230015,3,4,2,11,14,-3,1,1,1,0,-1.2351833733150783,6
22230015,3,4,3,11,14,-4,1,1,1,0,-1.2351833733150783,5
22230015,3,4,4,14,11,3,1,1,1,0,1.2351833733150783,4
22230015,3,4,5,11,14,-4,1,1,1,1,-1.2351833733150783,3
22230015,3,5,1,10,25,0,1,1,1,0,1.5756707791241547,7
22230015,3,5,2,25,10,-2,1,1,1,0,-1.5756707791241547,6
22230015,3,5,3,25,10,-3,1,1,1,0,-1.5756707791241547,5
22230015,3,5,4,10,25,2,1,1,1,0,1.5756707791241547,4
22230015,3,5,5,25,10,-5,1,1,1,1,-1.5756707791241547,3
22230015,3,5,6,10,25,2,1,1,0,0,1.5756707791241547,2
22230015,3,5,8,10,25,2,1,1,0,1,1.5756707791241547,0
22230015,4,1,1,51,17,0,1,1,1,0,-1.908179632172648,7
22230015,4,1,2,51,17,-1,1,1,1,0,-1.908179632172648,6
22230015,4,1,3,51,17,-3,1,1,1,0,-1.908179632172648,5
22230015,4,1,4,17,51,1,1,1,1,0,1.908179632172648,4
22230015,4,1,5,51,17,-3,1,1,1,1,-1.908179632172648,3
22230015,4,1,6,17,51,2,1,1,0,1,1.908179632172648,2
22230015,4,2,1,15,28,0,1,1,1,0,0.26633128448292653,7
22230015,4,2,2,28,15,-4,1,1,1,0,-0.26633128448292653,6
22230015,4,2,3,15,28,3,1,1,1,0,0.26633128448292653,5
22230015,4,2,4,15,28,0,1,1,1,0,0.26633128448292653,4
22230015,4,2,5,28,15,-1,1,1,1,0,-0.26633128448292653,3
22230015,4,2,6,15,28,-4,1,1,1,0,0.26633128448292653,2
22230015,4,2,7,15,28,-6,1,1,1,1,0.26633128448292653,1
22230015,4,3,1,20,16,0,1,1,1,0,-0.11044882218649599,7
22230015,4,3,2,16,20,-1,1,1,1,0,0.11044882218649599,6
22230015,4,3,3,20,16,0,1,1,1,0,-0.11044882218649599,5
22230015,4,3,4,16,20,-1,1,1,1,0,0.11044882218649599,4
22230015,4,3,5,20,16,-1,1,1,1,0,-0.11044882218649599,3
22230015,4,3,6,16,20,-1,1,1,1,1,0.11044882218649599,2
22230015,4,3,7,20,16,-1,1,1,0,1,-0.11044882218649599,1
22230015,4,4,1,19,23,0,1,1,1,0,2.541644276087429,7
22230015,4,4,2,23,19,-3,1,1,1,0,-2.541644276087429,6
22230015,4,4,3,23,19,-5,1,1,1,0,-2.541644276087429,5
22230015,4,4,4,19,23,3,1,1,1,0,2.541644276087429,4
22230015,4,4,5,19,23,2,1,1,1,0,2.541644276087429,3
22230015,4,4,6,23,19,-5,1,1,1,1,-2.541644276087429,2
22230015,4,5,1,34,18,0,1,1,1,0,-1.6931698105593287,7
22230015,4,5,2,18,34,-1,1,1,1,0,1.6931698105593287,6
22230015,4,5,3,34,18,0,1,1,1,0,-1.6931698105593287,5
22230015,4,5,4,34,18,-1,1,1,1,0,-1.6931698105593287,4
22230015,4,5,5,34,18,-2,1,1,1,0,-1.6931698105593287,3
22230015,4,5,6,18,34,0,1,1,1,0,1.6931698105593287,2
22230015,4,5,7,18,34,-1,1,1,1,1,1.6931698105593287,1
22230015,4,5,8,34,18,-3,1,1,0,1,-1.6931698105593287,0
22230015,5,1,1,25,14,0,1,1,1,0,-1.5067709796626891,7
22230015,5,1,2,25,14,-2,1,1,1,0,-1.5067709796626891,6
22230015,5,1,3,14,25,1,1,1,1,0,1.5067709796626891,5
22230015,5,1,4,25,14,-3,1,1,1,0,-1.5067709796626891,4
22230015,5,1,5,14,25,1,1,1,1,0,1.5067709796626891,3
22230015,5,1,6,25,14,-2,1,1,1,1,-1.5067709796626891,2
22230015,5,1,7,14,25,1,1,1,0,1,1.5067709796626891,1
22230015,5,2,1,11,44,0,1,1,1,0,-0.17594608740563739,7
22230015,5,2,2,44,11,-4,1,1,1,0,0.17594608740563739,6
22230015,5,2,3,11,44,3,1,1,1,0,-0.17594608740563739,5
22230015,5,2,4,11,44,2,1,1,1,0,-0.17594608740563739,4
22230015,5,2,5,44,11,-4,1,1,1,0,0.17594608740563739,3
22230015,5,2,6,11,44,2,1,1,1,0,-0.17594608740563739,2
22230015,5,2,7,44,11,-4,1,1,1,1,0.17594608740563739,1
22230015,5,2,8,11,44,2,1,1,0,1,-0.17594608740563739,0
22230015,5,3,1,36,24,0,1,1,1,0,-2.5034217452849044,7
22230015,5,3,2,24,36,-2,1,1,1,0,2.5034217452849044,6
22230015,5,3,3,36,24,-1,1,1,1,0,-2.5034217452849044,5
22230015,5,3,4,36,24,-2,1,1,1,0,-2.5034217452849044,4
22230015,5,3,5,24,36,1,1,1,1,0,2.5034217452849044,3
22230015,5,3,6,36,24,-3,1,1,1,1,-2.5034217452849044,2
22230015,5,3,7,24,36,2,1,1,0,1,2.5034217452849044,1
22230015,5,4,1,10,37,0,1,1,1,0,0.1798017061770243,7
22230015,5,4,2,37,10,-2,1,1,1,0,-0.1798017061770243,6
22230015,5,4,3,10,37,1,1,1,1,0,0.1798017061770243,5
22230015,5,4,4,37,10,-2,1,1,1,0,-0.1798017061770243,4
22230015,5,4,5,10,37,1,1,1,1,0,0.1798017061770243,3
22230015,5,4,6,10,37,0,1,1,1,0,0.1798017061770243,2
22230015,5,4,7,37,10,-1,1,1,1,1,-0.1798017061770243,1
22230015,5,4,8,10,37,-1,1,1,0,1,0.1798017061770243,0
22230015,5,5,1,22,46,0,1,1,1,0,-0.4550783775596928,7
22230015,5,5,2,46,22,-1,1,1,1,0,0.4550783775596928,6
22230015,5,5,3,46,22,-2,1,1,1,0,0.4550783775596928,5
22230015,5,5,4,46,22,-3,1,1,1,0,0.4550783775596928,4
22230015,5,5,5,46,22,-6,1,1,1,1,0.4550783775596928,3
22230015,5,5,6,22,46,3,1,1,0,1,-0.4550783775596928,2
22230015,6,1,1,34,23,0,1,1,1,0,0.4760180027100469,7
22230015,6,1,2,23,34,-2,1,1,1,0,-0.4760180027100469,6
22230015,6,1,3,34,23,1,1,1,1,0,0.4760180027100469,5
22230015,6,1,4,23,34,-3,1,1,1,1,-0.4760180027100469,4
22230015,6,1,6,34,23,5,1,1,0,0,0.4760180027100469,2
22230015,6,2,1,19,16,0,1,1,1,0,0.031041295039910377,7
22230015,6,2,2,16,19,-1,1,1,1,0,-0.031041295039910377,6
22230015,6,2,3,19,16,-3,1,1,1,0,0.031041295039910377,5
22230015,6,2,4,16,19,1,1,1,1,0,-0.031041295039910377,4
22230015,6,2,5,16,19,0,1,1,1,0,-0.031041295039910377,3
22230015,6,2,6,19,16,-2,1,1,1,1,0.031041295039910377,2
22230015,6,2,7,16,19,1,1,1,0,1,-0.031041295039910377,1
22230015,6,3,1,51,15,0,1,1,1,0,-0.06687801421810535,7
22230015,6,3,2,15,51,-3,1,1,1,0,0.06687801421810535,6
22230015,6,3,3,51,15,2,1,1,1,0,-0.06687801421810535,5
22230015,6,3,4,15,51,-4,1,1,1,1,0.06687801421810535,4
22230015,6,3,5,51,15,2,1,1,0,0,-0.06687801421810535,3
22230015,6,3,7,51,15,2,1,1,0,1,-0.06687801421810535,1
22230015,6,4,1,20,18,0,1,1,1,0,0.23096634559164725,7
22230015,6,4,2,18,20,-1,1,1,1,0,-0.23096634559164725,6
22230015,6,4,3,18,20,-2,1,1,1,0,-0.23096634559164725,5
22230015,6,4,4,18,20,-3,1,1,1,0,-0.23096634559164725,4
22230015,6,4,5,18,20,-4,1,1,1,1,-0.23096634559164725,3
22230015,6,4,6,20,18,2,1,1,0,0,0.23096634559164725,2
22230015,6,5,1,17,28,0,1,1,1,0,2.1076329024374694,7
22230015,6,5,2,28,17,-1,1,1,1,0,-2.1076329024374694,6
22230015,6,5,3,28,17,-2,1,1,1,0,-2.1076329024374694,5
22230015,6,5,4,28,17,-3,1,1,1,0,-2.1076329024374694,4
22230015,6,5,5,28,17,-5,1,1,1,1,-2.1076329024374694,3
22230015,6,5,6,17,28,4,1,1,0,0,2.1076329024374694,2
22230015,6,5,7,17,28,3,1,1,0,1,2.1076329024374694,1
22230015,7,1,1,37,22,0,1,1,1,0,0.9837902062776199,7
22230015,7,1,2,22,37,-5,1,1,1,0,-0.9837902062776199,6
22230015,7,1,3,22,37,-6,1,1,1,1,-0.9837902062776199,5
22230015,7,1,4,37,22,3,1,1,0,0,0.9837902062776199,4
22230015,7,1,6,37,22,3,1,1,0,1,0.9837902062776199,2
22230015,7,2,1,10,24,0,1,1,1,0,-0.4841266141620406,7
22230015,7,2,2,10,24,-1,1,1,1,0,-0.4841266141620406,6
22230015,7,2,3,10,24,-2,1,1,1,0,-0.4841266141620406,5
22230015,7,2,4,24,10,0,1,1,1,0,0.4841266141620406,4
22230015,7,2,5,10,24,-1,1,1,1,0,-0.4841266141620406,3
22230015,7,2,6,24,10,-1,1,1,1,0,0.4841266141620406,2
22230015,7,2,7,10,24,0,1,1,1,1,-0.4841266141620406,1
22230015,7,2,8,24,10,-2,1,1,0,1,0.4841266141620406,0
22230015,7,3,1,11,46,0,1,1,1,0,-0.5955696378815925,7
22230015,7,3,2,46,11,-2,1,1,1,0,0.5955696378815925,6
22230015,7,3,3,11,46,0,1,1,1,0,-0.5955696378815925,5
22230015,7,3,4,46,11,-1,1,1,1,0,0.5955696378815925,4
22230015,7,3,5,11,46,-1,1,1,1,0,-0.5955696378815925,3
22230015,7,3,6,46,11,-2,1,1,1,1,0.5955696378815925,2
22230015,7,3,7,11,46,0,1,1,0,1,-0.5955696378815925,1
22230015,7,4,1,14,44,0,1,1,1,0,1.059237285909441,7
22230015,7,4,2,44,14,-4,1,1,1,0,-1.059237285909441,6
22230015,7,4,3,14,44,1,1,1,1,0,1.059237285909441,5
22230015,7,4,4,44,14,-4,1,1,1,0,-1.059237285909441,4
22230015,7,4,5,44,14,-5,1,1,1,1,-1.059237285909441,3
22230015,7,4,6,14,44,2,1,1,0,0,1.059237285909441,2
22230015,7,5,1,25,36,0,1,1,1,0,0.443624351998709,7
22230015,7,5,2,36,25,-3,1,1,1,0,-0.443624351998709,6
22230015,7,5,3,36,25,-5,1,1,1,0,-0.443624351998709,5
22230015,7,5,4,36,25,-6,1,1,1,1,-0.443624351998709,4
22230015,7,5,5,25,36,3,1,1,0,0,0.443624351998709,3
22230015,7,5,6,25,36,2,1,1,0,1,0.443624351998709,2
22230015,8,1,1,20,28,0,1,1,1,0,1.752133981224783,7
22230015,8,1,2,28,20,-4,1,1,1,0,-1.752133981224783,6
22230015,8,1,3,20,28,3,1,1,1,0,1.752133981224783,5
22230015,8,1,4,28,20,-4,1,1,1,0,-1.752133981224783,4
22230015,8,1,5,28,20,-6,1,1,1,1,-1.752133981224783,3
22230015,8,1,6,20,28,5,1,1,0,0,1.752133981224783,2
22230015,8,2,1,18,51,0,1,1,1,0,1.3217143653683145,7
22230015,8,2,2,51,18,-2,1,1,1,0,-1.3217143653683145,6
22230015,8,2,3,18,51,1,1,1,1,0,1.3217143653683145,5
22230015,8,2,4,51,18,-2,1,1,1,0,-1.3217143653683145,4
22230015,8,2,5,18,51,1,1,1,1,0,1.3217143653683145,3
22230015,8,2,6,18,51,0,1,1,1,0,1.3217143653683145,2
22230015,8,2,7,51,18,-1,1,1,1,1,-1.3217143653683145,1
22230015,8,2,8,18,51,0,1,1,0,1,1.3217143653683145,0
22230015,8,3,1,19,17,0,1,1,1,0,-0.21400880398627986,7
22230015,8,3,2,17,19,-1,1,1,1,0,0.21400880398627986,6
22230015,8,3,3,19,17,-2,1,1,1,0,-0.21400880398627986,5
22230015,8,3,4,17,19,1,1,1,1,0,0.21400880398627986,4
22230015,8,3,5,17,19,-1,1,1,1,0,0.21400880398627986,3
22230015,8,3,6,17,19,-2,1,1,1,1,0.21400880398627986,2
22230015,8,3,7,19,17,-1,1,1,0,1,-0.21400880398627986,1
22230015,8,4,1,16,23,0,1,1,1,0,2.510602981047519,7
22230015,8,4,2,16,23,-1,1,1,1,0,2.510602981047519,6
22230015,8,4,3,23,16,-3,1,1,1,0,-2.510602981047519,5
22230015,8,4,4,16,23,2,1,1,1,0,2.510602981047519,4
22230015,8,4,5,16,23,-2,1,1,1,1,2.510602981047519,3
22230015,8,4,6,23,16,-2,1,1,0,1,-2.510602981047519,2
22230015,8,5,1,15,34,0,1,1,1,0,0.4383334594091196,7
22230015,8,5,2,15,34,-1,1,1,1,0,0.4383334594091196,6
22230015,8,5,3,34,15,0,1,1,1,0,-0.4383334594091196,5
22230015,8,5,4,34,15,-1,1,1,1,0,-0.4383334594091196,4
22230015,8,5,5,15,34,-3,1,1,1,0,0.4383334594091196,3
22230015,8,5,6,34,15,2,1,1,1,1,-0.4383334594091196,2
22230015,8,5,7,15,34,-3,1,1,0,1,0.4383334594091196,1
22230015,9,1,1,10,46,0,1,1,1,0,0.7085135348949514,7
22230015,9,1,2,46,10,-1,1,1,1,0,-0.7085135348949514,6
22230015,9,1,3,46,10,-3,1,1,1,0,-0.7085135348949514,5
22230015,9,1,4,10,46,1,1,1,1,0,0.7085135348949514,4
22230015,9,1,5,46,10,-3,1,1,1,1,-0.7085135348949514,3
22230015,9,1,7,10,46,0,1,1,0,1,0.7085135348949514,1
22230015,9,2,1,37,36,0,1,1,1,0,1.8394934249458395,7
22230015,9,2,2,36,37,-1,1,1,1,0,-1.8394934249458395,6
22230015,9,2,3,36,37,-3,1,1,1,0,-1.8394934249458395,5
22230015,9,2,4,36,37,-4,1,1,1,0,-1.8394934249458395,4
22230015,9,2,5,36,37,-6,1,1,1,1,-1.8394934249458395,3
22230015,9,2,6,37,36,4,1,1,0,1,1.8394934249458395,2
22230015,9,3,1,22,44,0,1,1,1,0,-0.035454827083737775,7
22230015,9,3,2,44,22,-4,1,1,1,0,0.035454827083737775,6
22230015,9,3,3,22,44,0,1,1,1,0,-0.035454827083737775,5
22230015,9,3,4,44,22,-1,1,1,1,0,0.035454827083737775,4
22230015,9,3,5,22,44,-3,1,1,1,1,-0.035454827083737775,3
22230015,9,3,7,44,22,2,1,1,0,1,0.035454827083737775,1
22230015,9,4,1,11,25,0,1,1,1,0,0.2715876063476109,7
22230015,9,4,2,11,25,-2,1,1,1,0,0.2715876063476109,6
22230015,9,4,3,25,11,0,1,1,1,0,-0.2715876063476109,5
22230015,9,4,4,11,25,-3,1,1,1,0,0.2715876063476109,4
22230015,9,4,5,25,11,0,1,1,1,0,-0.2715876063476109,3
22230015,9,4,6,11,25,-1,1,1,1,1,0.2715876063476109,2
22230015,9,4,8,25,11,1,1,1,0,1,-0.2715876063476109,0
22230015,9,5,1,14,24,0,1,1,1,0,-0.5530264136235061,7
22230015,9,5,2,24,14,-3,1,1,1,0,0.5530264136235061,6
22230015,9,5,3,14,24,2,1,1,1,0,-0.5530264136235061,5
22230015,9,5,4,24,14,-4,1,1,1,0,0.5530264136235061,4
22230015,9,5,5,14,24,3,1,1,1,0,-0.5530264136235061,3
22230015,9,5,6,24,14,-5,1,1,1,1,0.5530264136235061,2
22230015,9,5,7,14,24,3,1,1,0,1,-0.5530264136235061,1
22230015,10,1,1,17,18,0,1,1,1,0,0.5864652668043335,7
22230015,10,1,2,18,17,-1,1,1,1,0,-0.5864652668043335,6
22230015,10,1,3,17,18,0,1,1,1,0,0.5864652668043335,5
22230015,10,1,4,18,17,-1,1,1,1,0,-0.5864652668043335,4
22230015,10,1,5,17,18,0,1,1,1,0,0.5864652668043335,3
22230015,10,1,6,17,18,-1,1,1,1,1,0.5864652668043335,2
22230015,10,1,7,18,17,-4,1,1,0,1,-0.5864652668043335,1
22230015,10,2,1,20,15,0,1,1,1,0,1.4858026967418563,7
22230015,10,2,2,15,20,-2,1,1,1,0,-1.4858026967418563,6
22230015,10,2,3,20,15,1,1,1,1,0,1.4858026967418563,5
22230015,10,2,4,15,20,-2,1,1,1,0,-1.4858026967418563,4
22230015,10,2,5,15,20,-4,1,1,1,1,-1.4858026967418563,3
22230015,10,3,1,16,28,0,1,1,1,0,1.862582803411279,7
22230015,10,3,2,16,28,-1,1,1,1,0,1.862582803411279,6
22230015,10,3,3,28,16,-1,1,1,1,0,-1.862582803411279,5
22230015,10,3,4,28,16,-2,1,1,1,0,-1.862582803411279,4
22230015,10,3,5,28,16,-3,1,1,1,0,-1.862582803411279,3
22230015,10,3,6,28,16,-5,1,1,1,1,-1.862582803411279,2
22230015,10,3,7,16,28,4,1,1,0,1,1.862582803411279,1
22230015,10,4,1,19,34,0,1,1,1,0,2.0656262733773825,7
22230015,10,4,2,34,19,-3,1,1,1,0,-2.0656262733773825,6
22230015,10,4,3,34,19,-6,1,1,1,0,-2.0656262733773825,5
22230015,10,4,4,34,19,-7,1,1,1,0,-2.0656262733773825,4
22230015,10,4,5,19,34,6,1,1,1,0,2.0656262733773825,3
22230015,10,4,6,34,19,-7,1,1,1,1,-2.0656262733773825,2
22230015,10,4,7,19,34,6,1,1,0,1,2.0656262733773825,1
22230015,10,5,1,51,23,0,1,1,1,0,0.8474734479010612,7
22230015,10,5,2,51,23,-1,1,1,1,0,0.8474734479010612,6
22230015,10,5,3,23,51,-1,1,1,1,0,-0.8474734479010612,5
22230015,10,5,4,51,23,0,1,1,1,0,0.8474734479010612,4
22230015,10,5,5,23,51,-1,1,1,1,0,-0.8474734479010612,3
22230015,10,5,6,23,51,-2,1,1,1,0,-0.8474734479010612,2
22230015,10,5,7,23,51,-4,1,1,1,1,-0.8474734479010612,1
22230015,11,1,1,14,37,0,1,1,1,0,0.11090190671555877,7
22230015,11,1,2,14,37,-2,1,1,1,0,0.11090190671555877,6
22230015,11,1,3,37,14,0,1,1,1,0,-0.11090190671555877,5
22230015,11,1,4,37,14,-1,1,1,1,0,-0.11090190671555877,4
22230015,11,1,5,14,37,0,1,1,1,0,0.11090190671555877,3
22230015,11,1,6,14,37,-1,1,1,1,1,0.11090190671555877,2
22230015,11,1,7,37,14,-1,1,1,0,1,-0.11090190671555877,1
22230015,11,2,1,46,44,0,1,1,1,0,0.419623550475955,7
22230015,11,2,2,44,46,-2,1,1,1,0,-0.419623550475955,6
22230015,11,2,3,44,46,-3,1,1,1,0,-0.419623550475955,5
22230015,11,2,4,46,44,2,1,1,1,0,0.419623550475955,4
22230015,11,2,5,44,46,-3,1,1,1,0,-0.419623550475955,3
22230015,11,2,6,46,44,-1,1,1,1,1,0.419623550475955,2
22230015,11,2,7,44,46,-1,1,1,0,1,-0.419623550475955,1
22230015,11,3,1,24,25,0,1,1,1,0,2.0597973932861953,7
22230015,11,3,2,25,24,-1,1,1,1,0,-2.0597973932861953,6
22230015,11,3,3,24,25,0,1,1,1,0,2.0597973932861953,5
22230015,11,3,4,25,24,-3,1,1,1,0,-2.0597973932861953,4
22230015,11,3,5,24,25,1,1,1,1,0,2.0597973932861953,3
22230015,11,3,6,25,24,-3,1,1,1,1,-2.0597973932861953,2
22230015,11,3,8,24,25,2,1,1,0,1,2.0597973932861953,0
22230015,11,4,1,10,22,0,1,1,1,0,1.1635919124546443,7
22230015,11,4,2,22,10,-2,1,1,1,0,-1.1635919124546443,6
22230015,11,4,3,10,22,1,1,1,1,0,1.1635919124546443,5
22230015,11,4,4,22,10,-4,1,1,1,0,-1.1635919124546443,4
22230015,11,4,5,10,22,3,1,1,1,0,1.1635919124546443,3
22230015,11,4,6,22,10,-6,1,1,1,1,-1.1635919124546443,2
22230015,11,5,1,11,36,0,1,1,1,0,0.7152119583463199,7
22230015,11,5,2,11,36,-1,1,1,1,0,0.7152119583463199,6
22230015,11,5,3,36,11,0,1,1,1,0,-0.7152119583463199,5
22230015,11,5,4,11,36,-1,1,1,1,0,0.7152119583463199,4
22230015,11,5,5,11,36,-2,1,1,1,0,0.7152119583463199,3
22230015,11,5,6,36,11,1,1,1,1,0,-0.7152119583463199,2
22230015,11,5,7,36,11,0,1,1,1,1,-0.7152119583463199,1
22230015,11,5,8,11,36,-2,1,1,0,1,0.7152119583463199,0
22230015,12,1,1,20,23,0,1,1,1,0,2.4001541588610227,7
22230015,12,1,2,23,20,-1,1,1,1,0,-2.4001541588610227,6
22230015,12,1,3,23,20,-4,1,1,1,0,-2.4001541588610227,5
22230015,12,1,4,23,20,-6,1,1,1,0,-2.4001541588610227,4
22230015,12,1,5,23,20,-7,1,1,1,1,-2.4001541588610227,3
22230015,12,1,6,20,23,6,1,1,0,1,2.4001541588610227,2
22230015,12,2,1,17,16,0,1,1,1,0,0.24505009902619024,7
22230015,12,2,2,17,16,-1,1,1,1,0,0.24505009902619024,6
22230015,12,2,3,16,17,-3,1,1,1,0,-0.24505009902619024,5
22230015,12,2,4,17,16,0,1,1,1,0,0.24505009902619024,4
22230015,12,2,5,16,17,-3,1,1,1,0,-0.24505009902619024,3
22230015,12,2,6,17,16,1,1,1,1,1,0.24505009902619024,2
22230015,12,2,8,16,17,-1,1,1,0,1,-0.24505009902619024,0
22230015,12,3,1,34,51,0,1,1,1,0,-0.37145544519101426,7
22230015,12,3,2,34,51,-2,1,1,1,0,-0.37145544519101426,6
22230015,12,3,3,51,34,1,1,1,1,0,0.37145544519101426,5
22230015,12,3,4,51,34,0,1,1,1,0,0.37145544519101426,4
22230015,12,3,5,34,51,-4,1,1,1,0,-0.37145544519101426,3
22230015,12,3,6,34,51,-7,1,1,1,1,-0.37145544519101426,2
22230015,12,3,7,51,34,5,1,1,0,1,0.37145544519101426,1
22230015,12,4,1,28,18,0,1,1,1,0,-1.5211676356331356,7
22230015,12,4,2,28,18,-1,1,1,1,0,-1.5211676356331356,6
22230015,12,4,3,18,28,0,1,1,1,0,1.5211676356331356,5
22230015,12,4,4,18,28,-1,1,1,1,0,1.5211676356331356,4
22230015,12,4,5,28,18,-3,1,1,1,0,-1.5211676356331356,3
22230015,12,4,6,18,28,2,1,1,1,0,1.5211676356331356,2
22230015,12,4,7,28,18,-4,1,1,1,1,-1.5211676356331356,1
22230015,12,4,8,18,28,2,1,1,0,1,1.5211676356331356,0
22230015,12,5,1,15,19,0,1,1,1,0,-1.6272928139682628,7
22230015,12,5,2,19,15,-2,1,1,1,0,1.6272928139682628,6
22230015,12,5,3,15,19,1,1,1,1,0,-1.6272928139682628,5
22230015,12,5,4,19,15,-3,1,1,1,0,1.6272928139682628,4
22230015,12,5,5,15,19,1,1,1,1,0,-1.6272928139682628,3
22230015,12,5,6,15,19,0,1,1,1,0,-1.6272928139682628,2
22230015,12,5,7,19,15,-3,1,1,1,1,1.6272928139682628,1
22230015,13,1,1,22,25,0,1,1,1,0,0.41207886666951055,7
22230015,13,1,2,22,25,-2,1,1,1,0,0.41207886666951055,6
22230015,13,1,3,22,25,-3,1,1,1,0,0.41207886666951055,5
22230015,13,1,4,25,22,1,1,1,1,0,-0.41207886666951055,4
22230015,13,1,5,25,22,0,1,1,1,0,-0.41207886666951055,3
22230015,13,1,6,25,22,-3,1,1,1,1,-0.41207886666951055,2
22230015,13,1,7,22,25,2,1,1,0,1,0.41207886666951055,1
22230015,13,2,1,11,10,0,1,1,1,0,-1.3040831727765438,7
22230015,13,2,2,11,10,-1,1,1,1,0,-1.3040831727765438,6
22230015,13,2,3,10,11,0,1,1,1,0,1.3040831727765438,5
22230015,13,2,4,11,10,-1,1,1,1,0,-1.3040831727765438,4
22230015,13,2,5,11,10,-2,1,1,1,0,-1.3040831727765438,3
22230015,13,2,6,10,11,1,1,1,1,0,1.3040831727765438,2
22230015,13,2,7,11,10,-3,1,1,1,1,-1.3040831727765438,1
22230015,13,3,1,36,14,0,1,1,1,0,-1.9503953316613982,7
22230015,13,3,2,36,14,-2,1,1,1,0,-1.9503953316613982,6
22230015,13,3,3,14,36,1,1,1,1,0,1.9503953316613982,5
22230015,13,3,4,36,14,-3,1,1,1,0,-1.9503953316613982,4
22230015,13,3,5,14,36,1,1,1,1,0,1.9503953316613982,3
22230015,13,3,6,36,14,-4,1,1,1,1,-1.9503953316613982,2
22230015,13,3,7,14,36,3,1,1,0,1,1.9503953316613982,1
22230015,13,4,1,37,46,0,1,1,1,0,0.5287118287179271,7
22230015,13,4,2,46,37,-5,1,1,1,0,-0.5287118287179271,6
22230015,13,4,3,37,46,4,1,1,1,0,0.5287118287179271,5
22230015,13,4,4,46,37,-7,1,1,1,1,-0.5287118287179271,4
22230015,13,4,5,37,46,6,1,1,0,0,0.5287118287179271,3
22230015,13,5,1,24,44,0,1,1,1,0,1.6122636995329471,7
22230015,13,5,2,44,24,-1,1,1,1,0,-1.6122636995329471,6
22230015,13,5,3,44,24,-2,1,1,1,0,-1.6122636995329471,5
22230015,13,5,4,44,24,-4,1,1,1,0,-1.6122636995329471,4
22230015,13,5,5,24,44,3,1,1,1,0,1.6122636995329471,3
22230015,13,5,6,44,24,-4,1,1,1,1,-1.6122636995329471,2
22230015,13,5,7,24,44,3,1,1,0,0,1.6122636995329471,1
22230015,13,5,8,24,44,2,1,1,0,1,1.6122636995329471,0
22230015,14,1,1,34,28,0,1,1,1,0,-0.17200217492619307,7
22230015,14,1,2,28,34,-2,1,1,1,0,0.17200217492619307,6
22230015,14,1,3,28,34,-3,1,1,1,0,0.17200217492619307,5
22230015,14,1,4,34,28,1,1,1,1,0,-0.17200217492619307,4
22230015,14,1,5,34,28,0,1,1,1,0,-0.17200217492619307,3
22230015,14,1,6,34,28,-1,1,1,1,1,-0.17200217492619307,2
22230015,14,1,7,28,34,-2,1,1,0,1,0.17200217492619307,1
22230015,14,2,1,19,18,0,1,1,1,0,0.3724564628180536,7
22230015,14,2,2,18,19,-1,1,1,1,0,-0.3724564628180536,6
22230015,14,2,3,19,18,0,1,1,1,0,0.3724564628180536,5
22230015,14,2,4,18,19,-1,1,1,1,0,-0.3724564628180536,4
22230015,14,2,5,19,18,0,1,1,1,0,0.3724564628180536,3
22230015,14,2,6,19,18,-1,1,1,1,1,0.3724564628180536,2
22230015,14,2,7,18,19,-1,1,1,0,1,-0.3724564628180536,1
22230015,14,3,1,23,15,0,1,1,1,0,-0.9143514621191665,7
22230015,14,3,2,23,15,-1,1,1,1,0,-0.9143514621191665,6
22230015,14,3,3,23,15,-3,1,1,1,1,-0.9143514621191665,5
22230015,14,3,4,15,23,2,1,1,0,0,0.9143514621191665,4
22230015,14,3,6,15,23,4,1,1,0,0,0.9143514621191665,2
22230015,14,3,7,15,23,3,1,1,0,1,0.9143514621191665,1
22230015,14,4,1,20,17,0,1,1,1,0,-0.3554989212126862,7
22230015,14,4,2,17,20,-1,1,1,1,0,0.3554989212126862,6
22230015,14,4,3,17,20,-2,1,1,1,0,0.3554989212126862,5
22230015,14,4,4,17,20,-3,1,1,1,0,0.3554989212126862,4
22230015,14,4,5,17,20,-4,1,1,1,1,0.3554989212126862,3
22230015,14,4,6,20,17,3,1,1,0,0,-0.3554989212126862,2
22230015,14,4,7,20,17,2,1,1,0,1,-0.3554989212126862,1
